0 0.0001298454
0.4959106 0.000128758
0.995636 0.0001412397
1.495361 0.0001647638
1.995087 0.0001983474
2.494812 0.0002423238
2.994537 0.0002983003
3.494263 0.0003692874
3.993988 0.000459943
4.493713 0.0005768572
4.993439 0.0007287543
5.493164 0.0009264188
5.992889 0.001182071
6.492615 0.001507854
6.99234 0.001913121
7.492065 0.002400487
7.991791 0.002961217
8.491516 0.003571555
8.991241 0.004192425
9.490967 0.004774732
9.990692 0.005270326
10.49042 0.005645273
10.99014 0.005889523
11.48987 0.00601801
11.98959 0.006062596
12.48932 0.00605936
12.98904 0.006037635
13.48877 0.006015041
13.98849 0.00599854
14.48822 0.005988589
14.98795 0.005983199
15.48767 0.005980319
15.9874 0.005978619
16.48712 0.00597743
16.98685 0.005976463
17.48657 0.005975612
17.9863 0.005974842
18.48602 0.005974141
18.98575 0.005973509
19.48547 0.005972947
19.9852 0.005972456
20.48492 0.005972039
20.98465 0.0059717
21.48438 0.005971446
21.9841 0.005971288
22.48383 0.005971239
22.98355 0.005971321
23.48328 0.005971561
23.983 0.005971997
24.48273 0.005972679
24.98245 0.005973676
25.48218 0.005975077
25.9819 0.005976996
26.48163 0.005979585
26.98135 0.005983031
27.48108 0.005987568
27.9808 0.005993477
28.48053 0.00600108
28.98026 0.006010726
29.47998 0.006022762
29.97971 0.006037477
30.47943 0.006055028
30.97916 0.006075351
31.47888 0.006098057
31.97861 0.006122369
32.47833 0.006147097
32.97806 0.006170723
33.47778 0.006191573
33.97751 0.006208084
34.47723 0.006219084
34.97696 0.006224011
35.47668 0.006223001
35.97641 0.006216804
36.47614 0.006206577
36.97586 0.006193615
37.47559 0.006179118
37.97531 0.00616404
38.47504 0.006149045
38.97476 0.00613453
39.47449 0.006120701
39.97421 0.006107646
40.47394 0.006095387
40.97366 0.006083919
41.47339 0.006073224
41.97311 0.006063282
42.47284 0.006054066
42.97256 0.00604555
43.47229 0.006037703
43.97202 0.006030493
44.47174 0.006023887
44.97147 0.006017848
45.47119 0.00601234
45.97092 0.006007328
46.47064 0.006002776
46.97037 0.005998649
47.47009 0.005994913
47.96982 0.005991536
48.46954 0.005988489
48.96927 0.005985743
49.46899 0.005983273
49.96872 0.005981055
50.46844 0.005979066
50.96817 0.005977286
51.4679 0.005975695
51.96762 0.005974274
52.46735 0.005973006
52.96707 0.005971875
53.4668 0.005970868
53.96652 0.005969969
54.46625 0.005969169
54.96597 0.005968455
55.4657 0.005967819
55.96542 0.005967252
56.46515 0.005966747
56.96487 0.005966297
57.4646 0.005965896
57.96432 0.005965537
58.46405 0.005965218
58.96378 0.005964932
59.4635 0.005964677
59.96323 0.005964448
60.46295 0.005964243
