0 0.9998702
0.4959106 0.7392301
0.995636 0.5465734
1.495361 0.4054481
1.995087 0.3020061
2.494812 0.2260823
2.994537 0.1702409
3.494263 0.1290554
3.993988 0.09857225
4.493713 0.07591202
4.993439 0.05897625
5.493164 0.04623264
5.992889 0.03655887
6.492615 0.02913039
6.99234 0.0233413
7.492065 0.01874992
7.991791 0.01504195
8.491516 0.0120043
8.991241 0.009503412
9.490967 0.007463097
9.990692 0.005840619
10.49042 0.004603251
10.99014 0.003710342
11.48987 0.003105455
11.98959 0.002719645
12.48932 0.002482301
12.98904 0.002333014
13.48877 0.002228753
13.98849 0.002144302
14.48822 0.002067896
14.98795 0.001995525
15.48767 0.001926488
15.9874 0.001860948
16.48712 0.001799009
16.98685 0.00174055
17.48657 0.001685303
17.9863 0.001632944
18.48602 0.00158315
18.98575 0.001535615
19.48547 0.001490059
19.9852 0.001446225
20.48492 0.00140388
20.98465 0.001362808
21.48438 0.001322808
21.9841 0.001283695
22.48383 0.001245298
22.98355 0.001207451
23.48328 0.001169997
23.983 0.001132781
24.48273 0.001095648
24.98245 0.001058433
25.48218 0.00102096
25.9819 0.0009830322
26.48163 0.0009444237
26.98135 0.000904874
27.48108 0.000864082
27.9808 0.0008217062
28.48053 0.0007773744
28.98026 0.0007307084
29.47998 0.000681369
29.97971 0.0006291262
30.47943 0.000573953
30.97916 0.0005161308
31.47888 0.0004563449
31.97861 0.0003957323
32.47833 0.0003358464
32.97806 0.0002785114
33.47778 0.0002255777
33.97751 0.0001786251
34.47723 0.0001386989
34.97696 0.0001061579
35.47668 8.067783e-05
35.97641 6.139909e-05
36.47614 4.7157e-05
36.97586 3.672366e-05
37.47559 2.900124e-05
37.97531 2.313396e-05
38.47504 1.853386e-05
38.97476 1.483936e-05
39.47449 1.184164e-05
39.97421 9.414166e-06
40.47394 7.465449e-06
40.97366 5.917012e-06
41.47339 4.697432e-06
41.97311 3.742802e-06
42.47284 2.998044e-06
42.97256 2.417314e-06
43.47229 1.963502e-06
43.97202 1.607251e-06
44.47174 1.325794e-06
44.97147 1.101783e-06
45.47119 9.221969e-07
45.97092 7.773733e-07
46.47064 6.601645e-07
46.97037 5.652405e-07
47.47009 4.885284e-07
47.96982 4.267859e-07
48.46954 3.773021e-07
48.96927 3.377111e-07
49.46899 3.059019e-07
49.96872 2.799979e-07
50.46844 2.583806e-07
50.96817 2.39727e-07
51.4679 2.230383e-07
51.96762 2.076425e-07
52.46735 1.931634e-07
52.96707 1.794604e-07
53.4668 1.665489e-07
53.96652 1.545167e-07
54.46625 1.434533e-07
54.96597 1.334012e-07
55.4657 1.24337e-07
55.96542 1.161766e-07
56.46515 1.087986e-07
56.96487 1.020735e-07
57.4646 9.588849e-08
57.96432 9.016215e-08
58.46405 8.484743e-08
58.96378 7.992608e-08
59.4635 7.540122e-08
59.96323 7.129385e-08
60.46295 6.764824e-08
